Cat.No,Compound name,Target Class,Primary Target*,Primary Action,Brief Description,Batch,Product Data Sheet,Plate Number,Plate Location
4166,NS 5806,Ion Channels,Voltage-Gated Potassium Channels,Activator,KV4.3 channel activator,1,Datasheet_4166,8,G07
4198,IEM 1925 dihydrobromide,Ion Channels,AMPA Receptors,Antagonist,Voltage- and use-dependent open-channel AMPA blocker,1,Datasheet_4198,8,H10
4249,A 887826,Ion Channels,Voltage-gated Sodium Channels,Blocker,Potent voltage-dependent NaV1.8 channel blocker,1,Datasheet_4249,9,A08
4305,ICA 069673,Ion Channels,Voltage-Gated Potassium Channels,Activator,KV7.2/KV7.3 channel opener,2,Datasheet_4305,9,C03
4311,GW 542573X,Ion Channels,Ca2+-Activated Potassium Channels,Activator,Selective activator of KCa2.1 channels,1,Datasheet_4311,9,C07
4319,A 784168,Ion Channels,TRPV,Antagonist,Potent and selective TRPV1 antagonist,2,Datasheet_4319,9,C09
4414,TP 003,Ion Channels,GABAA Receptors,Benzodiazepine,GABAA partial agonist; acts at benzodiazepine site,1,Datasheet_4414,9,E11
4435,TC-N 1752,Ion Channels,Voltage-gated Sodium Channels,Blocker,NaV channel blocker,1,Datasheet_4435,9,F09
4462,NS 3623,Ion Channels,Voltage-Gated Potassium Channels,Activator,KV11.1 (hERG)  and KV4.3 channel activator; antiarrhythmic,1,Datasheet_4462,9,G08
4473,A 804598,Ion Channels,P2X Receptors,Antagonist,Potent and selective P2X7 antagonist,2,Datasheet_4473,9,H04
4491,DQP 1105,Ion Channels,NMDA Receptors,Antagonist,GluN2C/GluN2D-selective NMDA antagonist,1,Datasheet_4491,10,A02
4507,ML 218 hydrochloride,Ion Channels,Cav3.x Channels,Blocker,CaV3.x blocker,1,Datasheet_4507,10,A05
4519,ML 213,Ion Channels,Voltage-Gated Potassium Channels,Activator,KV7.2 and KV7.4 channel opener,1,Datasheet_4519,10,A11
4597,NS 8593 hydrochloride,Ion Channels,Ca2+-Activated Potassium Channels,Modulator,Selective KCa2 (SK) channel negative modulator; inhibits SK currents,1,Datasheet_4597,10,C06
4632,TC-I 2000,Ion Channels,TRPM,Blocker,TRPM8 blocker,1,Datasheet_4632,10,D11
4691,NAV 26,Ion Channels,Voltage-gated Sodium Channels,Blocker,Selective Nav1.7 channel blocker,1,Datasheet_4691,10,F04
4716,A 967079,Ion Channels,TRPA1,Blocker,Selective TRPA1 channel blocker,1,Datasheet_4716,10,F09
4732,ML 204,Ion Channels,TRPC,Blocker,Selective TRPC4 blocker,1,Datasheet_4732,10,G02
4746,ML SA1,Ion Channels,TRPML,Activator,Activator of TRPML channels,1,Datasheet_4746,10,G06
4777,ML 277,Ion Channels,Voltage-Gated Potassium Channels,Activator,Selective KV7.1 (KCNQ1) potassium channel activator; augments IKs current,1,Datasheet_4777,10,H04
4788,NS 11021,Ion Channels,Ca2+-Activated Potassium Channels,Activator,Activator of BKCa (KCa1.1) channels,1,Datasheet_4788,10,H10
4876,Eact,Ion Channels,Ca2+-Activated Chloride Channels,Activator,Activator of Ca2+-activated Cl- channel transmembrane protein 16A (TMEM16A),1,Datasheet_4876,11,C05
4907,SN 2,Ion Channels,TRPML,Activator,Selective TRPML3 channel activator,1,Datasheet_4907,11,D05
4916,PF 04885614,Ion Channels,Voltage-gated Sodium Channels,Blocker,Potent and selective NaV1.8 channel blocker; active in vivo,1,Datasheet_4916,11,D06
4949,MaxiPost,Ion Channels,Voltage-Gated Potassium Channels,Modulator,Potassium channel modulator; exerts subtype-specific effects,2,Datasheet_4949,11,D09
5011,HMR 1556,Ion Channels,Voltage-Gated Potassium Channels,Blocker,Potent and selective Iks channel blocker,3,Datasheet_5011,11,F03
5032,Talampanel,Ion Channels,AMPA Receptors,Antagonist,Non-competitive non-NMDA iGluR antagonist,1,Datasheet_5032,11,F07
5066,ICA 121431,Ion Channels,Voltage-gated Sodium Channels,Blocker,Potent and selective NaV1.3 and NaV1.1 channel blocker,1,Datasheet_5066,11,G05
5083,QO 58,Ion Channels,Voltage-Gated Potassium Channels,Activator,Kv7 channel opener,1,Datasheet_5083,11,H03
5106,GSK 2193874,Ion Channels,TRPV,Antagonist,Potent and selective TRPV4 antagonist; orally active,2,Datasheet_5106,11,H09
5112,NS 9283,Ion Channels,Nicotinic (a4b2) Receptors,Modulator,Positive allosteric modulator of α4β2 nAChRs,1,Datasheet_5112,12,A02
5149,CX 614,Ion Channels,AMPA Receptors,Modulator,Positive allosteric modulator of AMPA receptors,2,Datasheet_5149,12,A09
5276,NS 19504,Ion Channels,Ca2+-Activated Potassium Channels,Activator,Activator of BKCa (KCa1.1) channels,1,Datasheet_5276,12,D08
5297,LY 404187,Ion Channels,AMPA Receptors,Modulator,Selective positive allosteric modulator of AMPA receptors,1,Datasheet_5297,12,E05
5299,JNJ 47965567,Ion Channels,P2X Receptors,Antagonist,Potent and selective P2X7 antagonist; brain penetrant,5,Datasheet_5299,12,E06
5324,M8 B hydrochloride,Ion Channels,TRPM,Blocker,Potent and selective TRPM8 channel blocker,1,Datasheet_5324,12,F06
5337,ML 365,Ion Channels,Two-P Potassium Channels,Blocker,Potent and selective K2P3.1 (TASK-1) channel blocker,1,Datasheet_5337,12,G03
5338,PK-THPP,Ion Channels,Two-P Potassium Channels,Blocker,Potent K2P9.1 (TASK-3) channel blocker,1,Datasheet_5338,12,G04
5380,ML 297,Ion Channels,Inward rectifier Potassium Channels,Activator,Selective Kir3.1/3.2 (GIRK1/2) channel activator,1,Datasheet_5380,12,H05
5388,RQ 00203078,Ion Channels,TRPM,Antagonist,Potent and selective TRPM8 antagonist; orally active,1,Datasheet_5388,12,H06
5410,TC-I 2014,Ion Channels,TRPM,Antagonist,Potent TRPM8 antagonist,1,Datasheet_5410,13,A02
5425,TGN 020,Ion Channels,Aquaporins,Blocker,Aquaporin 4 (AQP4) channel blocker,2,Datasheet_5425,13,A06
5449,Erastin,Ion Channels,Other Channel Modulators,Other,Mitochondrial VDAC modulator; also Ferroptosis activator,2,Datasheet_5449,13,B02
5521,CIM 0216,Ion Channels,TRPM,Agonist,Selective TRPM3 agonist,1,Datasheet_5521,13,B09
5586,Yoda 1,Ion Channels,Piezo Channels,Activator,Piezo1 channel activator,2,Datasheet_5586,13,C08
5678,RN 9893 hydrochloride,Ion Channels,TRPV,Antagonist,Potent and selective TRPV4 antagonist,1,Datasheet_5678,13,F04
5781,A 425619,Ion Channels,TRPV,Antagonist,Potent TRPV1 antagonist,1,Datasheet_5781,13,H11
5914,AM 0902,Ion Channels,TRPA1,Blocker,Potent and selective TRPA1 antagonist,1,Datasheet_5914,14,C03
5931,PF 05089771,Ion Channels,Voltage-gated Sodium Channels,Blocker,Potent and selective Nav1.7 channel blocker,1,Datasheet_5931,14,C07
5995,AMG 517,Ion Channels,TRPV,Antagonist,Potent TRPV1 antagonist,1,Datasheet_5995,14,D09
6239,SAK 3,Ion Channels,Cav3.x Channels,Activator,Potent CaV3.1 and 3.3 activator; orally bioavailable,1,Datasheet_6239,15,B07
6278,JNJ 55511118,Ion Channels,AMPA Receptors,Modulator,High affinity and selective negative modulator of AMPA receptors containing TARP-γ8,1,Datasheet_6278,15,C05
6353,UoS 12258,Ion Channels,AMPA Receptors,Modulator,Positive allosteric modulator of AMPA receptors,1,Datasheet_6353,15,E09
6367,Z 944,Ion Channels,Cav3.x Channels,Blocker,CaV3.x blocker,1,Datasheet_6367,15,F03
6369,GNE 9278,Ion Channels,NMDA Receptors,Modulator,Positive allosteric modulator of NMDA receptors; acts in transmembrane domain,1,Datasheet_6369,15,F04
6508,GSK 1702934A,Ion Channels,TRPC,Activator,Potent and selective TRPC3/6 activator,1,Datasheet_6508,15,H08
6542,Ivabradine hydrochloride,Ion Channels,HCN Channels,Blocker,HCN channel blocker; inhibits If pacemaker current,1,Datasheet_6542,16,A08
6545,OB-1,Ion Channels,Piezo Channels,Other,Stomatin-like protein-3 (STOML3) oligomerization inhibitor,1,Datasheet_6545,16,A10
6568,Dooku 1,Ion Channels,Piezo Channels,Modulator,Reversibly blocks Yoda1 activity; does not affect constitutive Piezo1 activity,1,Datasheet_6568,16,B04
6576,ABT 594 hydrochloride,Ion Channels,Nicotinic (a4b2) Receptors,Agonist,Selective α4β2 nAChR agonist,1,Datasheet_6576,16,B05
6614,Jedi2,Ion Channels,Piezo Channels,Activator,Piezo1 channel activator,1,Datasheet_6614,16,C02
6689,GI 530159,Ion Channels,Two-P Potassium Channels,Activator,K2P2.1 (TREK-1) and K2P10.1 (TREK-2) channel activator,1,Datasheet_6689,16,D05
6724,CBA,Ion Channels,TRPM,Blocker,Selective TRPM4 blocker,1,Datasheet_6724,16,D11
6764,B 973B,Ion Channels,Nicotinic (a7) Receptors,Modulator,Positive allosteric modulator of α7 nAChRs; analgesic,1,Datasheet_6764,16,E09
6766,AC 1903,Ion Channels,TRPC,Blocker,Selective TRPC5 blocker,1,Datasheet_6766,16,E11
6770,ABT 639,Ion Channels,Cav3.x Channels,Blocker,CaV3.2 and CaV3.1 channel blocker; orally bioavailable,1,Datasheet_6770,16,F02
6874,AMG 333,Ion Channels,TRPM,Antagonist,Potent and selective TRPM8 antagonist; active in vivo,1,Datasheet_6874,16,G07
6877,VU 0134992,Ion Channels,Inward rectifier Potassium Channels,Blocker,Kir4.1 blocker,1,Datasheet_6877,16,G08
6886,ML 67-33,Ion Channels,Two-P Potassium Channels,Activator,"K2P2.1 (TREK-1), K2P10.1 (TREK-2) and K2P4.1 (TRAAK) channel activator",1,Datasheet_6886,16,G10
6888,ML 402,Ion Channels,Two-P Potassium Channels,Activator,Selective TREK channel activator,1,Datasheet_6888,16,G11
6889,ML 418,Ion Channels,Inward rectifier Potassium Channels,Blocker,Kir 7.1 inhibitor; also inhibits Kir 6.2,1,Datasheet_6889,16,H02
6972,A 1899,Ion Channels,Two-P Potassium Channels,Blocker,Potent K2P3.1 (TASK-1) and K2P9.1 (TASK-3) blocker,1,Datasheet_6972,16,H08
0760,AM 580,Nuclear Receptors,Retinoic Acid Receptors,Agonist,Retinoic acid analog; RARα agonist,3,Datasheet_0760,1,D04
0999,Tamoxifen citrate,Nuclear Receptors,Estrogen and Related Receptors,Modulator,Estrogen receptor partial agonist/antagonist,4,Datasheet_0999,1,F08
1047,"ICI 182,780",Nuclear Receptors,Estrogen and Related Receptors,Antagonist,Estrogen receptor antagonist,22,Datasheet_1047,1,G06
1312,WY 14643,Nuclear Receptors,PPARalpha Receptors,Agonist,Selective PPARα agonist,5,Datasheet_1312,2,B07
1426,PPT,Nuclear Receptors,Estrogen and Related Receptors,Agonist,Subtype-selective ERα agonist,8,Datasheet_1426,2,D04
1479,Mifepristone,Nuclear Receptors,Progesterone Receptor,Antagonist,Progesterone and glucocorticoid receptor antagonist,2,Datasheet_1479,2,E04
1508,GW 9662,Nuclear Receptors,PPARgamma Receptors,Antagonist,Selective covalent PPARγ antagonist,1,Datasheet_1508,2,E06
1549,CD 437,Nuclear Receptors,Retinoic Acid Receptors,Agonist,RARγ-selective agonist,4,Datasheet_1549,2,F02
1677,GW 7647,Nuclear Receptors,PPARalpha Receptors,Agonist,"Highly selective, potent PPARα agonist. Orally active",3,Datasheet_1677,2,G11
1803,ITE,Nuclear Receptors,Aryl Hydrocarbon Receptors,Agonist,Endogenous agonist for the transcription factor aryl hydrocarbon receptor,12,Datasheet_1803,3,A07
1856,"L-165,041",Nuclear Receptors,PPARdelta Receptors,Agonist,Potent PPARδ agonist,3,Datasheet_1856,3,B02
1991,MPP dihydrochloride,Nuclear Receptors,Estrogen and Related Receptors,Antagonist,Highly selective ERα antagonist,8,Datasheet_1991,3,C06
2020,Ch 55,Nuclear Receptors,Retinoic Acid Receptors,Agonist,Potent RAR agonist,1,Datasheet_2020,3,D06
2021,LE 135,Nuclear Receptors,Retinoic Acid Receptors,Antagonist,Selective RARβ antagonist,2,Datasheet_2021,3,D07
2183,ZK 164015,Nuclear Receptors,Estrogen and Related Receptors,Antagonist,Potent estrogen receptor antagonist,1,Datasheet_2183,3,E07
2229,GW 0742,Nuclear Receptors,PPARdelta Receptors,Agonist,"Highly selective, potent PPARδ agonist",4,Datasheet_2229,3,F07
2266,DY131,Nuclear Receptors,Estrogen and Related Receptors,Agonist,Agonist selective for estrogen-related receptors ERRβ and ERRγ,1,Datasheet_2266,3,F10
2280,Raloxifene hydrochloride,Nuclear Receptors,Estrogen and Related Receptors,Modulator,Selective estrogen receptor modulator (SERM),2,Datasheet_2280,3,G03
2301,T 0070907,Nuclear Receptors,PPARgamma Receptors,Antagonist,Highly potent and selective covalent PPARγ antagonist,1,Datasheet_2301,3,G08
2373,T 0901317,Nuclear Receptors,LXR-like Receptors,Agonist,Potent liver X receptor (LXR) agonist; also CAR inverse agonist,2,Datasheet_2373,4,A04
2474,GW 3965 hydrochloride,Nuclear Receptors,LXR-like Receptors,Agonist,Orally active liver X receptor (LXR) agonist,2,Datasheet_2474,4,C03
2554,CD 1530,Nuclear Receptors,Retinoic Acid Receptors,Agonist,Potent and selective RARγ agonist,2,Datasheet_2554,4,D10
2563,Fexaramine,Nuclear Receptors,LXR-like Receptors,Agonist,"Potent, selective farnesoid X receptor (FXR) agonist",2,Datasheet_2563,4,E04
2662,PHTPP,Nuclear Receptors,Estrogen and Related Receptors,Antagonist,Selective ERβ antagonist,2,Datasheet_2662,4,G02
2705,Liarozole dihydrochloride,Nuclear Receptors,Retinoic Acid Receptors,Other,Blocks retinoic acid metabolism,3,Datasheet_2705,4,G10
3114,Troglitazone,Nuclear Receptors,PPARgamma Receptors,Agonist,Selective PPARγ agonist; antidiabetic agent,5,Datasheet_3114,5,G11
3302,CD 3254,Nuclear Receptors,Retinoid X Receptor,Agonist,Potent and selective RXRα agonist,2,Datasheet_3302,6,C10
3366,WAY 200070,Nuclear Receptors,Estrogen and Related Receptors,Agonist,Selective ERβ agonist,1,Datasheet_3366,6,E09
3389,Bicalutamide,Nuclear Receptors,Androgen Receptor,Antagonist,Non-steroidal androgen receptor antagonist,1,Datasheet_3389,6,F09
3410,BMS 961,Nuclear Receptors,Retinoic Acid Receptors,Agonist,Selective RARγ agonist,1,Datasheet_3410,6,F10
3411,SR 11237,Nuclear Receptors,Retinoid X Receptor,Agonist,Pan RXR agonist,3,Datasheet_3411,6,F11
3433,GSK 0660,Nuclear Receptors,PPARdelta Receptors,Antagonist,Selective PPARδ antagonist,1,Datasheet_3433,6,G03
3505,BMS 753,Nuclear Receptors,Retinoic Acid Receptors,Agonist,RARα-selective agonist,1,Datasheet_3505,6,G07
3507,AM 80,Nuclear Receptors,Retinoic Acid Receptors,Agonist,RARα agonist; anticancer agent,2,Datasheet_3507,6,G09
3523,FERb 033,Nuclear Receptors,Estrogen and Related Receptors,Agonist,Potent and selective ERβ agonist,1,Datasheet_3523,6,G10
3570,Z-Guggulsterone,Nuclear Receptors,Other Nuclear Receptors,Other,Broad spectrum steroid receptor ligand. More active isomer of guggulsterone (Cat. No. 2013),1,Datasheet_3570,7,A02
3663,GSK 4112,Nuclear Receptors,Rev-Erb Receptors,Agonist,Selective Rev-Erbα agonist,1,Datasheet_3663,7,C08
3683,CITCO,Nuclear Receptors,Constitutive Androstane Receptor,Agonist,Selective CAR agonist,2,Datasheet_3683,7,D02
3685,Corticosterone,Nuclear Receptors,Glucocorticoid Receptor,Agonist,Endogenous glucocorticoid,2,Datasheet_3685,7,D03
3800,CD 2665,Nuclear Receptors,Retinoic Acid Receptors,Antagonist,Selective RARβ/γ antagonist,3,Datasheet_3800,7,G03
3822,MM 11253,Nuclear Receptors,Retinoic Acid Receptors,Antagonist,RARγ-selective antagonist,2,Datasheet_3822,7,G07
3823,ER 50891,Nuclear Receptors,Retinoic Acid Receptors,Antagonist,Selective RARα antagonist,1,Datasheet_3823,7,G08
3824,CD 2314,Nuclear Receptors,Retinoic Acid Receptors,Agonist,Selective RARβ agonist,3,Datasheet_3824,7,G09
3912,HX 531,Nuclear Receptors,Retinoid X Receptor,Antagonist,Potent RXR antagonist,3,Datasheet_3912,8,A11
3961,GSK 3787,Nuclear Receptors,PPARdelta Receptors,Antagonist,Potent and selective PPARδ antagonist,3,Datasheet_3961,8,C04
4046,AC 261066,Nuclear Receptors,Retinoic Acid Receptors,Agonist,RARβ2 agonist,1,Datasheet_4046,8,D09
4093,Hydrocortisone,Nuclear Receptors,Glucocorticoid Receptor,Other,Adrenal glucocorticoid; immunosuppressant,3,Datasheet_4093,8,E11
4124,Pioglitazone hydrochloride,Nuclear Receptors,PPARgamma Receptors,Agonist,Selective PPARγ agonist; antidiabetic agent,1,Datasheet_4124,8,F07
4190,CP 775146,Nuclear Receptors,PPARalpha Receptors,Agonist,"Selective, high affinity PPARα agonist",1,Datasheet_4190,8,H08
4463,SR 8278,Nuclear Receptors,Rev-Erb Receptors,Antagonist,Rev-Erbα antagonist,2,Datasheet_4463,9,G09
4494,(R)-DPN,Nuclear Receptors,Estrogen and Related Receptors,Agonist,Enantiomer of DPN (Cat. No. 1494),1,Datasheet_4494,10,A03
4554,GC 1,Nuclear Receptors,Other Nuclear Receptors,Agonist,High affinity thyroid receptor α (TRα) and TRβ agonist; thyromimetic,6,Datasheet_4554,10,B09
4618,GW 6471,Nuclear Receptors,PPARalpha Receptors,Antagonist,PPARα antagonist,6,Datasheet_4618,10,D05
4784,Edaglitazone,Nuclear Receptors,PPARgamma Receptors,Agonist,Potent and selective PPARγ agonist; antidiabetic,1,Datasheet_4784,10,H09
4868,SR 1001,Nuclear Receptors,Retinoic Acid-related Orphan Receptors,Inverse Agonist,RORα/γ inverse agonist,1,Datasheet_4868,11,B10
4869,SR 2211,Nuclear Receptors,Retinoic Acid-related Orphan Receptors,Inverse Agonist,Selective RORγ inverse agonist,2,Datasheet_4869,11,B11
4874,SR 1078,Nuclear Receptors,Retinoic Acid-related Orphan Receptors,Agonist,RORα/γ agonist,1,Datasheet_4874,11,C04
5053,AC 186,Nuclear Receptors,Estrogen and Related Receptors,Agonist,Potent and selective ERβ agonist; neuroprotective,1,Datasheet_5053,11,G02
5086,PA 452,Nuclear Receptors,Retinoid X Receptor,Antagonist,RXR antagonist,1,Datasheet_5086,11,H04
5263,Bazedoxifene acetate,Nuclear Receptors,Estrogen and Related Receptors,Modulator,Potent and selective estrogen receptor modulator (SERM),1,Datasheet_5263,12,D02
5325,Rosiglitazone,Nuclear Receptors,PPARgamma Receptors,Agonist,Potent and selective PPARγ agonist; antidiabetic agent,1,Datasheet_5325,12,F07
5605,CINPA 1,Nuclear Receptors,Constitutive Androstane Receptor,Antagonist,Potent CAR antagonist,1,Datasheet_5605,13,D04
5694,GSK 2033,Nuclear Receptors,LXR-like Receptors,Antagonist,Potent LXR antagonist,1,Datasheet_5694,13,F10
5699,IP7e,Nuclear Receptors,Nerve Growth Factor IB-like Receptors,Activator,Potent Nurr1 activator,1,Datasheet_5699,13,F11
5854,SR 9238,Nuclear Receptors,LXR-like Receptors,Inverse Agonist,Potent and selective LXR inverse agonist,1,Datasheet_5854,14,B02
5855,SR 9009,Nuclear Receptors,Rev-Erb Receptors,Agonist,Rev-Erbα/β agonist,1,Datasheet_5855,14,B03
5868,SR 0987,Nuclear Receptors,Retinoic Acid-related Orphan Receptors,Agonist,T cell-specific RORγ (RORγt) agonist,1,Datasheet_5868,14,B05
5920,LG 100268,Nuclear Receptors,Retinoid X Receptor,Agonist,Potent and selective RXR agonist; also activates RXR/PPARγ heterodimers,1,Datasheet_5920,14,C05
5951,WAY 252623,Nuclear Receptors,LXR-like Receptors,Agonist,Potent LXR agonist,1,Datasheet_5951,14,C11
5984,LY 2955303,Nuclear Receptors,Retinoic Acid Receptors,Antagonist,High affinity and selective RARγ antagonist,1,Datasheet_5984,14,D06
6223,XY 018,Nuclear Receptors,Retinoic Acid-related Orphan Receptors,Antagonist,RORγ antagonist; inhibits AR expression,1,Datasheet_6223,15,A11
6285,Megestrol Acetate,Nuclear Receptors,Progesterone Receptor,Agonist,Synthetic progesterone analog,1,Datasheet_6285,15,C10
6342,Tamoxifen,Nuclear Receptors,Estrogen and Related Receptors,Modulator,Estrogen receptor partial agonist/antagonist,1,Datasheet_6342,15,E02
6383,SR 16832,Nuclear Receptors,PPARgamma Receptors,Antagonist,Dual site PPARγ inhibitor,1,Datasheet_6383,15,F06
0237,7-Chlorokynurenic acid,Transporters,Glutamate Transporters,Inhibitor,Potent competitive inhibitor of L-glutamate uptake,6,Datasheet_0237,1,A05
0421,GBR 12909 dihydrochloride,Transporters,Dopamine Transporters,Inhibitor,Selective DA uptake inhibitor; also σ ligand,5,Datasheet_0421,1,A11
0589,PRE-084 hydrochloride,Other Pharmacology,Sigma1 Receptors,Agonist,Highly selective σ1 agonist,2,Datasheet_0589,1,B09
0653,(+/-)-Vesamicol hydrochloride,Transporters,Acetylcholine Transporters,Inhibitor,Inhibits ACh transport,5,Datasheet_0653,1,C03
0670,PK 11195,Other Pharmacology,Translocator Protein,Ligand,Antagonist at peripheral benzodiazepine receptors,11,Datasheet_0670,1,C05
0691,Dipyridamole,Transporters,Nucleoside Transporters,Inhibitor,Adenosine transport inhibitor,4,Datasheet_0691,1,C08
0927,Fluoxetine hydrochloride,Transporters,5-HT Transporters,Inhibitor,5-HT reuptake inhibitor,5,Datasheet_0927,1,E08
0956,BD 1047 dihydrobromide,Other Pharmacology,Sigma1 Receptors,Antagonist,σ1 selective antagonist,4,Datasheet_0956,1,F04
1081,SKF 89976A hydrochloride,Transporters,GABA Transporters,Inhibitor,Potent GAT-1 inhibitor; brain penetrant,1,Datasheet_1081,1,H02
1098,Tranilast,Other Pharmacology,Miscellaneous Compounds,Other,Antiallergic; inhibits inflammatory mediator release from mast cells,1,Datasheet_1098,1,H05
1114,CGP 37157,Transporters,Na+/Ca2+ Exchanger,Inhibitor,Antagonist of mitochondrial Na+/Ca2+ exchange,4,Datasheet_1114,1,H09
1223,DL-TBOA,Transporters,Glutamate Transporters,Inhibitor,Selective non-transportable inhibitor of EAATs,15,Datasheet_1223,2,A08
1244,KB-R7943 mesylate,Transporters,Na+/Ca2+ Exchanger,Inhibitor,Na+/Ca2+ exchange inhibitor (reverse mode),3,Datasheet_1244,2,A10
1296,CI 966 hydrochloride,Transporters,GABA Transporters,Inhibitor,Selective inhibitor of GAT-1,1,Datasheet_1296,2,B05
1588,Indatraline hydrochloride,Transporters,5-HT Transporters,Inhibitor,Potent 5-HT uptake inhibitor; also inhibits dopamine and noradrenalin uptake,8,Datasheet_1588,2,F07
1757,ALX 5407 hydrochloride,Transporters,Glycine Transporters,Inhibitor,Selective non-transportable GlyT1 inhibitor,5,Datasheet_1757,3,A02
1779,NNC 711,Transporters,GABA Transporters,Inhibitor,Selective GAT-1 inhibitor,2,Datasheet_1779,3,A04
1982,Reboxetine mesylate,Transporters,Adrenergic Transporters,Inhibitor,Potent and selective noradrenalin uptake inhibitor; orally active,6,Datasheet_1982,3,C04
1992,Nomifensine,Transporters,Dopamine Transporters,Inhibitor,Potent noradrenalin and dopamine uptake inhibitor. Antidepressant,1,Datasheet_1992,3,C07
2175,Tetrabenazine,Transporters,Vesicular Monoamine Transporters,Inhibitor,Potent inhibitor of vesicular monoamine transport,4,Datasheet_2175,3,E05
2184,SN-6,Transporters,Na+/Ca2+ Exchanger,Inhibitor,Selective Na+/Ca2+ exchange inhibitor (reverse mode),2,Datasheet_2184,3,E08
2332,(+)-Igmesine hydrochloride,Other Pharmacology,Sigma1 Receptors,Ligand,Selective σ1 ligand; antidepressant,1,Datasheet_2332,3,H06
2395,Sertraline hydrochloride,Transporters,5-HT Transporters,Inhibitor,5-HT reuptake inhibitor,3,Datasheet_2395,4,A10
2532,TFB-TBOA,Transporters,Glutamate Transporters,Inhibitor,High affinity EAAT1 and EAAT2 blocker,4,Datasheet_2532,4,D06
2606,PD 144418 oxalate,Other Pharmacology,Sigma1 Receptors,Ligand,"High affinity, selective σ1 ligand",1,Datasheet_2606,4,E10
2652,WAY 213613,Transporters,Glutamate Transporters,Inhibitor,"Potent, non-substrate EAAT2 inhibitor",1,Datasheet_2652,4,F11
2727,Zoniporide dihydrochloride,Transporters,Na+/H+ Exchanger,Inhibitor,Selective NHE1 inhibitor,2,Datasheet_2727,4,H06
2747,NNC 05-2090 hydrochloride,Transporters,GABA Transporters,Inhibitor,GABA uptake inhibitor; moderately BGT-1 selective,1,Datasheet_2747,4,H08
2831,Bupropion hydrochloride,Transporters,Dopamine Transporters,Inhibitor,Non-selective inhibitor of dopamine and noradrenalin transporters,2,Datasheet_2831,5,B05
2917,Venlafaxine hydrochloride,Transporters,5-HT Transporters,Inhibitor,5-HT and NA reuptake inhibitor (SNRI),1,Datasheet_2917,5,D02
2924,NBMPR,Transporters,Nucleoside Transporters,Inhibitor,Equilibrative nucleoside transporter 1 (ENT1) inhibitor,3,Datasheet_2924,5,D04
3108,Bumetanide,Transporters,Na+/K+/Cl- Symporter,Inhibitor,Na+/2Cl-/K+ (NKCC) symporter inhibitor,3,Datasheet_3108,5,G08
3109,Furosemide,Transporters,Na+/K+/Cl- Symporter,Inhibitor,Na+/2Cl-/K+ (NKCC) symporter inhibitor; also GABAA antagonist,1,Datasheet_3109,5,G09
3113,Etifoxine hydrochloride,Other Pharmacology,Translocator Protein,Ligand,Ligand of the translocator protein (TSPO); also GABAA receptor potentiator,1,Datasheet_3113,5,G10
3133,NE 100 hydrochloride,Other Pharmacology,Sigma1 Receptors,Antagonist,Selective σ1 antagonist,3,Datasheet_3133,5,H04
3241,Ko 143,Transporters,Multidrug Transporters,Inhibitor,Potent and selective BCRP inhibitor,4,Datasheet_3241,6,B02
3380,Benzamil,Transporters,Na+/Ca2+ Exchanger,Inhibitor,"NCX inhibitor, Deg/ENaC channel blocker; amiloride (Cat. No. 0890) derivative",3,Datasheet_3380,6,F06
3722,Reversan,Transporters,Multidrug Transporters,Inhibitor,Selective MRP1 and P-gp inhibitor,1,Datasheet_3722,7,D11
3793,A 1120,Other Pharmacology,Miscellaneous Compounds,Other,High affinity retinol-binding protein 4 (RBP4) ligand,1,Datasheet_3793,7,F11
4107,Probenecid,Transporters,Multidrug Transporters,Inhibitor,MRP inhibitor,1,Datasheet_4107,8,F04
4186,UK 5099,Transporters,Monocarboxylate Transporters,Inhibitor,MCT inhibitor; also inhibits of pyruvate transport,1,Datasheet_4186,8,H05
4256,Tiagabine hydrochloride,Transporters,GABA Transporters,Inhibitor,Selective GAT-1 inhibitor; anticonvulsant,1,Datasheet_4256,9,A10
4351,JHW 007 hydrochloride,Transporters,Dopamine Transporters,Inhibitor,High affinity dopamine uptake inhibitor,1,Datasheet_4351,9,D09
4447,Org 24598,Transporters,Glycine Transporters,Inhibitor,Potent and selective inhibitor of the glial glycine transporter GlyT1b; active in vivo,1,Datasheet_4447,9,G04
4544,YM 244769,Transporters,Na+/Ca2+ Exchanger,Inhibitor,Na+/Ca2+ exchange inhibitor (reverse mode); neuroprotective,1,Datasheet_4544,10,B06
4588,8MDP,Transporters,Nucleoside Transporters,Inhibitor,Potent equilibrative nucleoside transporter (ENT) inhibitor,1,Datasheet_4588,10,C03
4782,Org 25543 hydrochloride,Transporters,Glycine Transporters,Inhibitor,Potent and selective GlyT2 inhibitor,1,Datasheet_4782,10,H08
4796,Escitalopram oxalate,Transporters,5-HT Transporters,Inhibitor,Selective serotonin reuptake inhibitor (SSRI),2,Datasheet_4796,11,A03
4798,(S)-Duloxetine hydrochloride,Transporters,5-HT Transporters,Inhibitor,Potent 5-HT and NA reuptake inhibitor (SNRI); also blocks dopamine reuptake,1,Datasheet_4798,11,A04
4951,SA 4503 dihydrochloride,Other Pharmacology,Sigma1 Receptors,Agonist,Selective σ1 receptor agonist,2,Datasheet_4951,11,D10
