catalog_id,smiles,product_name,pubchem_id,chemical_name,molecular_formula,cas_numeber,molecular_weight_batch,target_class,primary_target,primary_action,brief_description,batch,rdkit_smiles,chemical_cluster_0.75,medoid_0.75
3264,O=C(NC5CCOCC5)C(C=C4)=CC=C4C1=CC(C2=CNN=C2C3=CC=CC=N3)=CC=N1,GW 788388,10202642,4-[4-[3-(2-Pyridinyl)-1H-pyrazol-4-yl]-2-pyridinyl]-N-(tetrahydro-2H-pyran-4-yl)-benzamide,C25H23N5O2,[452342-67-5],429.98,Enzyme-Linked Receptors,TGF-beta Receptors,Inhibitor,Potent and selective inhibitor of TGF-?RI,1,O=C(NC1CCOCC1)c1ccc(-c2cc(-c3c[nH]nc3-c3ccccn3)ccn2)cc1,742,1
3269,FC(C=CC(Cl)=C3)=C3C2=NC1=NC=CN=C1C(NC4=CC=NC=C4)=N2,SD 208,10316032,2-(5-Chloro-2-fluorophenyl)-4-[(4-pyridyl)amino]pteridine,C17H10ClFN6,[627536-09-8],357.25,Enzyme-Linked Receptors,TGF-beta Receptors,Inhibitor,Potent ATP-competitive TGF-?RI inhibitor,4,Fc1ccc(Cl)cc1-c1nc(Nc2ccncc2)c2nccnc2n1,563,1
3270,O=C(CC1CC(C2=CC=CC=C2)=NO1)O,GIT 27,10798271,"4,5-Dihydro-3-phenyl-5-isoxazoleacetic acid",C11H11NO3,[6501-72-0],205.21,Cell biology,Cytokines,Other,Immunomodulator; reduces production of pro-inflammatory cytokines,1,O=C(O)CC1CC(c2ccccc2)=NO1,227,1
3282,FC1=C2C(C[C@@H](N(C4CCC4)C3CCC3)CO2)=C(C(N)=O)C=C1.Cl,NAD 299 hydrochloride,90488823,"(3R)-3-(Dicyclobutylamino)-8-fluoro-3,4-dihydro-2H-1-benzopyran-5-carboxamide hydrochloride",C18H23FN2O2.HCl,[184674-99-5],359.35,7-TM Receptors,5-HT1A Receptors,Antagonist,"Selective, high affinity 5-HT1A antagonist",3,NC(=O)c1ccc(F)c2c1C[C@@H](N(C1CCC1)C1CCC1)CO2,530,1
3291,NC1=NC(NS(C(C=C3)=CC=C3C2=CC=C(C#N)C=C2)(=O)=O)=CC=C1,PF 915275,23725123,"N-(6-Amino-2-pyridinyl)-4'-cyano-[1,1'-biphenyl]-4-sulfonamide",C18H14N4O2S,[857290-04-1],350.39,Enzymes,11b-Hydroxysteroid Dehydrogenase,Inhibitor,Potent and selective 11?-hydroxysteroid dehydrogenase inhibitor,2,N#Cc1ccc(-c2ccc(S(=O)(=O)Nc3cccc(N)n3)cc2)cc1,67,1
3292,O=C(C2=CN=CC=C2)C(C)(C)C1=CC=CN=C1,Metyrapone,4174,"2-Methyl-1,2-di-3-pyridinyl-1-propanone",C14H14N2O,[54-36-4],226.27,Enzymes,Hydroxylases,Inhibitor,11-? hydroxylase inhibitor,4,CC(C)(C(=O)c1cccnc1)c1cccnc1,476,0
3295,O=C(C(C=CC=C4)=C4C3=O)N3[C@H](C(O)=O)CC2=CNC1=CC=CC=C12,RG 108,702558,N-Phthalyl-L-tryptophan,C19H14N2O4,[48208-26-0],334.33,Enzymes,DNA Methyltransferases,Inhibitor,Non-nucleoside DNA methyltransferase inhibitor,2,O=C(O)[C@H](Cc1c[nH]c2ccccc12)N1C(=O)c2ccccc2C1=O,795,0
3296,ClC1=CC=C(/C=C(C)/C(C)=N/O)C=C1,AP 18,9584673,4-(4-Chlorophenyl)-3-methyl-3-buten-2-one oxime,C11H12ClNO,[55224-94-7],209.67,Ion Channels,TRPA1,Blocker,Reversible TRPA1 channel blocker,2,CC(=C\c1ccc(Cl)cc1)/C(C)=N/O,884,1
3297,O=C(N(C)C)NC1(C4=CC=CC=C4)CCN(CCC[C@]3(CN(C(C5=CC=CC=C5)=O)CCC3)[C@]2=CC=C(Cl)C(Cl)=C2)CC1.Cl,SSR 146977 hydrochloride,90488827,"N1-[1-3-[(3R)-1-Benzoyl-3-(3-(3,4-dichlorophenyl)-3-piperidinyl]propyl]-4-phenyl-piperidinyl]-N,N-dimethylurea hydrochloride",C35H42Cl2N4O2.HCl,[264618-38-4],694.14,7-TM Receptors,NK3 Receptor,Antagonist,Potent and selective NK3 antagonist,1,CN(C)C(=O)NC1(c2ccccc2)CCN(CCC[C@]2(c3ccc(Cl)c(Cl)c3)CCCN(C(=O)c3ccccc3)C2)CC1,627,1
3301,O=C(N(CC)CC)C(C=C4)=CC=C4NC1=NC(NC=N2)=C2C(OCC3CCCCC3)=N1,NU 6140,10202471,"4-[[6-(Cyclohexylmethoxy)-1H-purin-2-yl]amino]-N,N-diethylbenzamide",C23H30N6O2,[444723-13-1],427.02,Enzymes,Cyclin-dependent Kinase,Inhibitor,Cdk2 inhibitor; also potent inhibitor of aurora kinase A and B,1,CCN(CC)C(=O)c1ccc(Nc2nc(OCC3CCCCC3)c3nc[nH]c3n2)cc1,225,1
3302,CC1(C)C2=C(C=C(C3=C(O)C=CC(/C=C/C(O)=O)=C3)C(C)=C2)C(C)(C)CC1,CD 3254,44566110,"3-[4-Hydroxy-3-(5,6,7,8-tetrahydro-3,5,5,8,8-pentamethyl-2-naphthalenyl)phenyl]-2-propenoic acid",C24H28O3,[196961-43-0],377.99,Nuclear Receptors,Retinoid X Receptor,Agonist,Potent and selective RXR? agonist,2,Cc1cc2c(cc1-c1cc(/C=C/C(=O)O)ccc1O)C(C)(C)CCC2(C)C,454,1
3304,O=C2NC1=CC(C4=CC=CC=C4)=CC=C1/C2=C/C3=C(C)C(CCC(O)=O)=C(C)N3,SU 16f,5329150,"5-[1,2-Dihydro-2-oxo-6-phenyl-3H-indol-3-ylidene)methyl]-2,4-dimethyl-1H-pyrrole-3-propanoic acid",C24H22N2O3,[251356-45-3],386.44,Enzyme-Linked Receptors,PDGFR,Inhibitor,Potent and selective PDGFR? inhibitor,1,Cc1[nH]c(/C=C2\C(=O)Nc3cc(-c4ccccc4)ccc32)c(C)c1CCC(=O)O,769,1
3308,CC(N(O)C(N)=O)C2=CC1=CC=CC=C1S2,Zileuton,60490,N-(1-Benzo[b]thien-2-ylethyl)-N-hydroxyurea,C11H12N2O2S,[111406-87-2],236.29,Enzymes,Lipoxygenase,Inhibitor,5-LOX inhibitor; orally bioavailable,1,CC(c1cc2ccccc2s1)N(O)C(N)=O,533,1
3313,CC(C)(C)C1=C2C(C(O)(C(F)(F)F)C(O2)=O)=CC(C(C)(C)C)=C1,rac BHFF,4332683,"5,7-Bis(1,1-dimethylethyl)-3-hydroxy-3(trifluoromethyl)-2(3H)-benzofuranone",C17H21F3O3,[123557-91-5],330.34,7-TM Receptors,GABAB Receptors,Modulator,Potent and selective postitive allosteric modulator of  GABAB receptors,1,CC(C)(C)c1cc(C(C)(C)C)c2c(c1)C(O)(C(F)(F)F)C(=O)O2,863,1
3314,O=C1NN=C(SC3=NC=C([N+]([O-])=O)S3)N1C2=CC=C4C(OCCO4)=C2,BI 78D3,2747117,"4-(2,3-Dihydro-1,4-benzodioxin-6-yl)-2,4-dihydro-5-[(5-nitro-2-thiazolyl)thio]-3H-1,2,4-triazol-3-one",C13H9N5O5S2,[883065-90-5],379.37,Enzymes,JNK/c-jun,Inhibitor,"Selective, competitive JNK inhibitor",1,O=c1[nH]nc(Sc2ncc([N+](=O)[O-])s2)n1-c1ccc2c(c1)OCCO2,754,1
3316,NC1=NC=CC(C2=C(C4=CC=C(F)C=C4)N=CN2C3CCCCC3)=N1.Cl.Cl,PF 670462,51049607,4-[1-Cyclohexyl-4-(4-fluorophenyl)-1H-imidazol-5-yl]-2-pyrimidinamine dihydrochloride,C19H20FN5.2HCl,[950912-80-8],410.32,Enzymes,Casein Kinase 1,Inhibitor,Potent and selective CK1? and CK1? inhibitor,1,Nc1nccc(-c2c(-c3ccc(F)cc3)ncn2C2CCCCC2)n1,64,1
3319,ClC1=CC=CC(CNCCC2=CC=C(NC(C3=CC=CS3)=N)C=C2)=C1.Cl.Cl,ARL 17477 dihydrochloride,9824646,N-[4-[2-[[(3-Chlorophenyl)methyl]amino]ethyl]phenyl]-2-thiophenecarboxamide dihydrochloride,C20H20ClN3S.2HCl,[866914-87-6],442.83,Enzymes,nNOS,Inhibitor,Selective nNOS inhibitor,1,N=C(Nc1ccc(CCNCc2cccc(Cl)c2)cc1)c1cccs1,614,1
3323,O=C(NC4=C(C=CC(NCCNCCO)=N5)C5=CC=C4)CC1(C3)CC2CC(CC3C2)C1.Cl.Cl,AZ 10606120 dihydrochloride,56972227,"N-[2-[[2-[(2-Hydroxyethyl)amino]ethyl]amino]-5-quinolinyl]-2-tricyclo[3.3.1.13,7]dec-1-ylacetamide dihydrochloride",C25H34N4O2.2HCl,[607378-18-7],540.52,Ion Channels,P2X Receptors,Antagonist,Potent P2X7 receptor antagonist,2,O=C(CC12CC3CC(CC(C3)C1)C2)Nc1cccc2nc(NCCNCCO)ccc12,160,1
3324,OC[C@H](CC6=CC=CC=C6)NC1=C2C(N(CC3=CC=C(C7=CC=CC=C7)C=C3)C=N2)=NC(OC4=CC=C(CCC5)C5=C4)=N1,QS 11,42623900,"(2S)-2-[2-(Indan-5-yloxy)-9-(1,1'-biphenyl-4-yl)methyl)-9H-purin-6-ylamino]-3-phenyl-propan-1-ol",C36H33N5O2,[944328-88-5],572.18,Enzymes,Arf,Inhibitor,ARFGAP1 inhibitor; modulates Wnt/?-catenin signaling,3,OC[C@H](Cc1ccccc1)Nc1nc(Oc2ccc3c(c2)CCC3)nc2c1ncn2Cc1ccc(-c2ccccc2)cc1,826,1
3326,CN(CCC2=C(C3=CC=CC=C3)NC1=CC=C(OC)C=C12)C,BGC 20-761,6918515,"5-Methoxy-N,N-dimethyl-2-phenyl-1H-indole-3-ethanamine",C19H22N2O,[17375-63-2],312.41,7-TM Receptors,5-HT6 Receptors,Antagonist,High affinity 5-HT6 antagonist,1,COc1ccc2[nH]c(-c3ccccc3)c(CCN(C)C)c2c1,415,1
3327,OC1=CC2=C(OC3=C2CCCNC3=O)C=C1,CID 755673,755673,"2,3,4,5-Tetrahydro-7-hydroxy-1H-benzofuro[2,3-c]azepin-1-one",C12H11NO3,[521937-07-5],217.22,Enzymes,Protein Kinase D,Inhibitor,Selective protein kinase D inhibitor,3,O=C1NCCCc2c1oc1ccc(O)cc21,806,1
3333,CCCCN1C(C6=CC=CC=C6)=NC(C7=CC=CC=C7)=C1CN(CC3=CC(OCO5)=C5C=C3)CC2=CC=C(OCO4)C4=C2,NDT 9513727,10210160,"N,N-Bis(1,3-benzodioxol-5-ylmethyl)-1-butyl-2,4-diphenyl-1H-Imidazole-5-methanamine",C36H35N3O4,[439571-48-9],573.68,Cell biology,Complement,Modulator,"Potent, selective human C5a receptor negative allosteric modulator (NAM)",2,CCCCn1c(-c2ccccc2)nc(-c2ccccc2)c1CN(Cc1ccc2c(c1)OCO2)Cc1ccc2c(c1)OCO2,748,1
3342,O=C(NS(C4=C(OC)C=CC(Br)=C4)(=O)=O)/C=C/C1=CC=CC=C1CC3=CC2=CC=CC=C2C=C3,"L-798,106",15551229,N-[(5-Bromo-2-methoxyphenyl)sulfonyl]-3-[2-(2-naphthalenylmethyl)phenyl]-2-propenamide,C27H22BrNO4S,[244101-02-8],536.44,7-TM Receptors,Prostanoid Receptors,Antagonist,Potent and highly selective EP3 antagonist,4,COc1ccc(Br)cc1S(=O)(=O)NC(=O)/C=C/c1ccccc1Cc1ccc2ccccc2c1,541,1
3347,CC1=CC=C(NC(C(C)C)=O)C=C1C(CC4)CCN4CC(C=C3)=CC=C3OC2=CC(F)=C(F)C=C2.Cl,SNAP 94847 hydrochloride,56972235,"N-[3-[1-[[4-(3,4-Difluorophenoxy)phenyl]methyl]-4-piperidinyl]-4-methylphenyl]-2-methylpropanamide hydrochloride",C29H32F2N2O2.HCl,[1781934-47-1],533.05,7-TM Receptors,Melanin-concentrating Hormone Receptors,Antagonist,Potent and selective MCH1 antagonist,2,Cc1ccc(NC(=O)C(C)C)cc1C1CCN(Cc2ccc(Oc3ccc(F)c(F)c3)cc2)CC1,449,1
3351,CC(C)N(CCCCOCC(NS(C)(=O)=O)=O)C1=NC(C3=CC=CC=C3)=C(C2=CC=CC=C2)N=C1,Selexipag,9913767,"2-[4-[(5,6-Diphenyl-2-pyrazinyl)(1-methylethyl)amino]butoxy]-N-(methylsulfonyl)acetamide",C26H32N4O4S,[475086-01-2],496.62,7-TM Receptors,Prostanoid Receptors,Agonist,Selective prostacyclin IP1 receptor agonist,2,CC(C)N(CCCCOCC(=O)NS(C)(=O)=O)c1cnc(-c2ccccc2)c(-c2ccccc2)n1,240,1
3352,NC1=C(/C=N/OCCN2CCOCC2)C(NC3=CC(Cl)=C(OCC4=CC=CC=C4)C=C3)=NC=N1.Cl,JNJ 28871063 hydrochloride,17747413,5E-4-Amino-6-(4-benzyloxy-3-chlorophenylamino)pyrimidine-5-carboxaldehyde N-(2-morpholin-4-ylethyl) oxime hydrochloride,C24H27ClN6O3.HCl,[944342-90-9],523.92,Enzyme-Linked Receptors,EGFR,Inhibitor,Potent ErbB receptor family inhibitor,2,Nc1ncnc(Nc2ccc(OCc3ccccc3)c(Cl)c2)c1/C=N/OCCN1CCOCC1,392,1
3354,O=C(C2=CC=C(CN(CC)CC)C=C2)N(CCC3=CC=CC=C3OC)[C@@H]1CCNC1.Cl.Cl,PF 429242 dihydrochloride,90488837,4-[(Diethylamino)methyl]-N-[2-(2-methoxyphenyl)ethyl]-N-(3R)-3-pyrrolidinylbenzamide dihydrochloride,C25H35N3O2.2HCl,[2248666-66-0],500.51,Cell biology,SREBP,Inhibitor,Competitive inhibitor of SREBP site 1 protease,3,CCN(CC)Cc1ccc(C(=O)N(CCc2ccccc2OC)[C@@H]2CCNC2)cc1,216,1
3361,O=C(NC3=NC=C(C(F)(F)F)C=C3)N(CC2)CCN2C1=C(C(F)(F)F)C=CC=N1,JNJ 17203212,11339118,4-[3-(Trifluoromethyl)-2-pyridinyl]-N-[5-(trifluoromethyl)-2-pyridinyl]-1-piperazinecarboxamide,C17H15F6N5O,[821768-06-3],419.32,Ion Channels,TRPV,Antagonist,"Reversible, competitive and potent TRPV1 antagonist",1,O=C(Nc1ccc(C(F)(F)F)cn1)N1CCN(c2ncccc2C(F)(F)F)CC1,470,1
3364,CN(CCC3)CCN3C2=NC1=CC(OC)=C(OC)C=C1C(NC4CCN(CC5=CC=CC=C5)CC4)=N2.Cl.Cl.Cl,BIX 01294,46945860,"2-(Hexahydro-4-methyl-1H-1,4-diazepin-1-yl)-6,7-dimethoxy-N-[1-(phenylmethyl)-4-piperidinyl]-4-quinazolinamine trihydrochloride",C28H38N6O2.3HCl,[1392399-03-9],631.54,Enzymes,G9a/GLP,Inhibitor,GLP and G9a inhibitor,2,COc1cc2nc(N3CCCN(C)CC3)nc(NC3CCN(Cc4ccccc4)CC3)c2cc1OC,393,0
3366,BrC1=C2C(N=C(C3=CC=C(O)C=C3)O2)=CC(O)=C1,WAY 200070,9861330,"7-Bromo-2-(4-hydroxyphenyl)-1,3-benzoxazol-5-ol",C13H8BrNO3,[440122-66-7],306.11,Nuclear Receptors,Estrogen and Related Receptors,Agonist,Selective ER? agonist,1,Oc1ccc(-c2nc3cc(O)cc(Br)c3o2)cc1,892,1
3367,OC1=[C@]([C@]2=C(O)C(C(C=O)=C(O)C(O)=C3C(C)C)=C3C=C2C)C(C)=CC4=C1C(C=O)=C(O)C(O)=C4C(C)C,AT 101,3503,"(-)-1,1',6,6',7,7'-Hexahydroxy-3,3'-dimethyl-5,5'-bis(1-methylethyl)-[2,2'-binaphthalene]-8,8'-dicarboxaldehyde",C30H30O8,[90141-22-3],518.56,Cell biology,Bcl-2 Family,Other,Downregulates Bcl-2 and Mcl-1; pro-apoptotic,4,Cc1cc2c(C(C)C)c(O)c(O)c(C=O)c2c(O)c1-c1c(C)cc2c(C(C)C)c(O)c(O)c(C=O)c2c1O,808,1
3368,CC2=C(S(NC3=CC=C(OC)C(N4CCNCC4)=C3)(=O)=O)SC1=CC=C(Cl)C=C12.Cl,SB 271046 hydrochloride,6918455,5-Chloro-N-[4-methoxy-3-(1-piperazinyl)phenyl]-3-methyl-benzo[b]thiophen-2-sulfonamide hydrochloride,C20H22ClN3O3S2.HCl,[209481-24-3],506.47,7-TM Receptors,5-HT6 Receptors,Antagonist,Selective 5-HT6 antagonist; orally active,2,COc1ccc(NS(=O)(=O)c2sc3ccc(Cl)cc3c2C)cc1N1CCNCC1,112,0
3370,O=C1[C@@H]([C@](N/N=C(C)/C3=CC=CC(Br)=C3)=O)[C@H]([C@]2=CC=CC=C2)CN1,AC 264613,25108278,"(�)-(3R*,4S*)-2-Oxo-4-phenyl-3-pyrollidinecarboxylic acid 2-[1-(3-bromophenyl)ethylidene]hydrazide",C19H18BrN3O2,[1051487-82-1],400.27,7-TM Receptors,Protease-Activated Receptors,Agonist,PAR2 receptor agonist,1,C/C(=N\NC(=O)[C@@H]1C(=O)NC[C@H]1c1ccccc1)c1cccc(Br)c1,131,1
3371,C[C@@](C)(C)[C@H](NCC3=CC=NC=C3)C(N(C2)CCC1=C2C=C(OC)C(OC)=C1)=O.Cl,TCS OX2 29,53302033,"(2S)-1-(3,4-Dihydro-6,7-dimethoxy-2(1H)-isoquinolinyl)-3,3-dimethyl-2-[(4-pyridinylmethyl)amino]-1-butanone hydrochloride",C23H31N3O3.HCl,[1610882-30-8],488.02,7-TM Receptors,OX2 Receptor,Antagonist,Potent and selective OX2 antagonist,2,COc1cc2c(cc1OC)CN(C(=O)[C@@H](NCc1ccncc1)C(C)(C)C)CC2,372,1
3378,ClC1=C(N(C(C)C)CC)N=C(N)C(C(NC(N)=N)=O)=N1,EIPA,1795,3-Amino-N-(aminoiminomethyl)-6-chloro-5-[ethyl(1-methylethyl)amino]-2-pyrazinecarboxamide,C11H18ClN7O,[1154-25-2],304.26,Ion Channels,TRPP,Blocker,Inhibits TRPP3-mediated currents; also inhibits the Na+/H+ exchanger (NHE),2,CCN(c1nc(N)c(C(=O)NC(=N)N)nc1Cl)C(C)C,871,0
3379,NC1=C(Cl)N=C(C(NC(NC2=CC=CC=C2)=N)=O)C(N)=N1.CS(=O)(O)=O,Phenamil,9604979,"3,5-Diamino-6-chloro-N-[imino(phenylamino)methyl]pyrazinecarboxamide methanesulfonate salt",C12H12ClN7O.CH3SO3H,[1161-94-0],415.34,Ion Channels,TRPP,Blocker,Inhibits TRPP3-mediated currents; also inhibits epithelial Na+ channels,1,N=C(NC(=O)c1nc(Cl)c(N)nc1N)Nc1ccccc1,871,0
3380,NC1=C(Cl)N=C(C(NC(NCC2=CC=CC=C2)=N)=O)C(N)=N1.Cl,Benzamil,5702295,"N-(Benzylamidino)-3,5-diamino-6-chloropyrazinecarboxamide hydrochloride",C13H14ClN7O.HCl,[161804-20-2],369.72,Transporters,Na+/Ca2+ Exchanger,Inhibitor,"NCX inhibitor, Deg/ENaC channel blocker; amiloride (Cat. No. 0890) derivative",3,N=C(NCc1ccccc1)NC(=O)c1nc(Cl)c(N)nc1N,871,1
3383,CC1=C2C(SC(C(NCC3=CC=C(OC)C=C3)=O)=C2N)=NC(C)=C1,VU 152100,864492,"3-Amino-N-(4-methoxybenzyl)-4,6-dimethylthieno[2,3-b]pyridine carboxamide",C18H19N3O2S,[409351-28-6],341.43,7-TM Receptors,M4 Receptors,Modulator,Positive allosteric modulator of M4 receptors,2,COc1ccc(CNC(=O)c2sc3nc(C)cc(C)c3c2N)cc1,466,1
3388,CC(C)(C#N)C1=CC(CN2C=NC=N2)=CC(C(C)(C)C#N)=C1,Anastrozole,2187,"?1,?1,?3,?3-Tetramethyl-5-(1H-1,2,4-triazol-1-ylmethyl)-1,3-benzenediacetonitrile",C17H19N5,[120511-73-1],293.37,Enzymes,Cytochrome P450,Inhibitor,Potent aromatase (CYP19) inhibitor,1,CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1,866,1
3389,O=C(C(O)(C)CS(C2=CC=C(F)C=C2)(=O)=O)NC1=CC(C(F)(F)F)=C(C#N)C=C1,Bicalutamide,2375,N-[4-Cyano-3-(trifluoromethyl)phenyl]-3-[(4-fluorophenyl)sulfonyl]-2-hydroxy-2-methylpropanamide,C18H14F4N2O4S,[90357-06-5],430.37,Nuclear Receptors,Androgen Receptor,Antagonist,Non-steroidal androgen receptor antagonist,1,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,514,1
3410,CC1(C)C2=C(C=CC(C(O)C(NC3=CC=C(C(O)=O)C=C3F)=O)=C2)C(C)(C)CC1,BMS 961,2418,"3-Fluoro-4-[[2-hydroxy-2-(5,5,8,8-tetramethyl-5,6,7,8,-tetrahydro-2-naphthalenyl)acetyl]amino]-benzoic acid",C23H26FNO4,[185629-22-5],399.46,Nuclear Receptors,Retinoic Acid Receptors,Agonist,Selective RAR? agonist,1,CC1(C)CCC(C)(C)c2cc(C(O)C(=O)Nc3ccc(C(=O)O)cc3F)ccc21,456,0
3411,CC1(C)C2=C(C=CC(C4(OCCO4)C3=CC=C(C(O)=O)C=C3)=C2)C(C)(C)CC1,SR 11237,127019,"4-[2-(5,6,7,8-Tetrahydro-5,5,8,8-tetramethyl-2-naphthalenyl)-1,3-dioxolan-2-yl]-benzoic acid",C24H28O4,[146670-40-8],380.48,Nuclear Receptors,Retinoid X Receptor,Agonist,Pan RXR agonist,3,CC1(C)CCC(C)(C)c2cc(C3(c4ccc(C(=O)O)cc4)OCCO3)ccc21,456,0
3417,COC(C=CC=C3)=C3CN[C@@H]1[C@H]([C@]2=CC=CC=C2)NCCC1.Cl.Cl,CP 99994 dihydrochloride,68466923,"(2S,3S)-N-[(2-Methoxyphenyl)methyl]-2-phenyl-3-piperidinamine dihydrochloride",C19H24N2O.2HCl,[145148-39-6],373.83,7-TM Receptors,NK1 Receptor,Antagonist,High affinity NK1 antagonist,1,COc1ccccc1CN[C@H]1CCCN[C@H]1c1ccccc1,357,1
3433,O=S(NC1=C(OC)C=C(NC3=CC=CC=C3)C=C1)(C2=C(C(OC)=O)SC=C2)=O,GSK 0660,46233311,3-[[[2-Methoxy-4-(phenylamino)phenyl]amino]sulfonyl]-2-thiophenecarboxylic acid methyl ester,C19H18N2O5S2,[1014691-61-2],418.49,Nuclear Receptors,PPARdelta Receptors,Antagonist,Selective PPAR? antagonist,1,COC(=O)c1sccc1S(=O)(=O)Nc1ccc(Nc2ccccc2)cc1OC,187,1
3489,FC(C=C5)=CC=C5CN2C1=CC=CC=C1N=C2NC3CCN(CCC4=CC=C(OC)C=C4)CC3,Astemizole,2247,1-[(4-Fluorophenyl)methyl]-N-[1-[2-(4-methoxyphenyl)ethyl]-4-piperidinyl]-1H-benzimidazol-2-amine,C28H31FN4O,[68844-77-9],458.57,7-TM Receptors,Histamine H1 Receptors,Antagonist,"Orally active, potent H1 antagonist; also KV11.1 (hERG) channel blocker",4,COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,284,0
3495,O[C@@H]1[C@@H](CO)O[C@@H](N3C2=NC(F)=NC(N)=C2N=C3)[C@H]1O,Fludarabine,657237,9-?-D-Arabinofuranosyl-2-fluoro-9H-purin-6-amine,C10H12FN5O4,[21679-14-1],285.23,Cell biology,"DNA, RNA and Protein Synthesis",Inhibitor,Purine analog; inhibits DNA synthesis,1,Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,841,0
3496,FC1=CC=C(CN2C[C@@H](C)N(C(COC3=CC=C(Cl)C=C3NC(N)=O)=O)CC2)C=C1,BX 471,512282,(2R)-1-[[2-[(Aminocarbonyl)amino]-4-chlorophenoxy]acetyl]-4-[(4-fluorophenyl)methyl]-2-methylpiperazine,C21H24ClFN4O3,[217645-70-0],457.41,7-TM Receptors,Chemokine CC Receptors,Antagonist,"Potent, selective CCR1 antagonist",3,C[C@@H]1CN(Cc2ccc(F)cc2)CCN1C(=O)COc1ccc(Cl)cc1NC(N)=O,280,1
3505,O=C1C(C)(C)C2=C(C=CC(C(NC3=CC=C(C(O)=O)C=C3)=O)=C2)C(C)1C,BMS 753,9884820,"4-[[(2,3-Dihydro-1,1,3,3-tetramethyl-2-oxo-1H-inden-5-yl)carbonyl]amino]benzoic acid",C21H21NO4,[215307-86-1],351.4,Nuclear Receptors,Retinoic Acid Receptors,Agonist,RAR?-selective agonist,1,CC1(C)C(=O)C(C)(C)c2cc(C(=O)Nc3ccc(C(=O)O)cc3)ccc21,456,0
3506,O=C(N2CCC[C@H]2C#N)CNCCNC1=NC=C(C#N)C=C1.Cl.Cl,NVP DPP 728 dihydrochloride,9799555,6-[[2-[[2-(2S)-2-Cyano-1-pyrrolidinyl]-2-oxoethyl]amino]ethyl]amino-3-pyridinecarbononitrile dihydrochloride,C15H18N6O.2HCl,[207556-62-5],375.77,Enzymes,Dipeptidyl Peptidase IV (DPP-IV),Inhibitor,"Potent, orally active dipeptidyl peptidase IV (DPP-IV) inhibitor",1,N#Cc1ccc(NCCNCC(=O)N2CCC[C@H]2C#N)nc1,71,1
3507,O=C(C3=CC=C(C(O)=O)C=C3)NC(C=C2)=CC1=C2C(C)(C)CCC(C)1C,AM 80,108143,"4-[[(5,6,7,8-Tetrahydro-5,5,8,8-tetramethyl-2-naphthalenyl)amino]carbonyl]benzoic acid",C22H25NO3,[94497-51-5],387.47,Nuclear Receptors,Retinoic Acid Receptors,Agonist,RAR? agonist; anticancer agent,2,CC1(C)CCC(C)(C)c2cc(NC(=O)c3ccc(C(=O)O)cc3)ccc21,456,0
3523,OC1=C(/C=N/O)C=CC(C2=CC=C(O)C(F)=C2)=C1Cl,FERb 033,74429219,"2-Chloro-3'-fluoro-3,4'-dihydroxy-[1,1-biphenyl]-4-carboxaldehyde oxime",C13H9ClFNO3,[1111084-78-6],290.68,Nuclear Receptors,Estrogen and Related Receptors,Agonist,Potent and selective ER? agonist,1,O/N=C/c1ccc(-c2ccc(O)c(F)c2)c(Cl)c1O,558,1
3528,O=C(C(N(C)C)=O)C2=CN(C)C1=CC(Cl)=C(C(N3[C@H](C)CN(CC4=CC=C(F)C=C4)[C@@H](C)C3)=O)C=C12.Cl,SCIO 469 hydrochloride,16035045,"6-Chloro-5-[[(2R,5S)-4-[(4-fluorophenyl)methyl]-2,5-dimethyl-1-piperazinyl]carbonyl]-N,N,1-trimethyl-?-oxo-1H-Indole-3-acetamide hydrochloride",C27H30ClFN4O3.HCl,0,562.97,Enzymes,p38,Inhibitor,Selective p38 MAPK inhibitor,1,C[C@H]1CN(C(=O)c2cc3c(C(=O)C(=O)N(C)C)cn(C)c3cc2Cl)[C@H](C)CN1Cc1ccc(F)cc1,280,0
3530,C1(CCCN2CCC(OC(C4=CC=CC=C4)C3=CC=CC=C3)CC2)=NN=NN1,HQL 79,6540277,4-(Diphenylmethoxy)-1-(3-2H-tetrazol-5-yl)propyl]-piperidine,C22H27N5O,[162641-16-9],377.48,Enzymes,Other Synthases/Synthetases,Inhibitor,Human hematopoietic prostaglandin D synthase (H-PGDS) inhibitor,1,c1ccc(C(OC2CCN(CCCc3nnn[nH]3)CC2)c2ccccc2)cc1,289,0
3531,C2(C=CC=C3)=C3/C(C(C=CC=C4)=C4C=C2)=C1CCN(CCCCC5=NNN=N5)CC/1,AT 56,11741525,"4-(5H-Dibenzo[a,d]cyclohepten-5-ylidene)-1-[4-(2H-tetrazol-5-yl)butyl]-piperidine",C25H27N5,[162640-98-4],406.53,Enzymes,Other Synthases/Synthetases,Inhibitor,L-PGDS inhibitor,2,C1=Cc2ccccc2C(=C2CCN(CCCCc3nn[nH]n3)CC2)c2ccccc21,292,1
