UniProtKB,Entry_Name,Cluster
Q96HF1,SFRP2_HUMAN,
Q5T4F7,SFRP5_HUMAN,
Q8N474,SFRP1_HUMAN,
Q5SWA1,PR15B_HUMAN,Phosphatase
Q13485,SMAD4_HUMAN,DNA-binding
O43541,SMAD6_HUMAN,DNA-binding
O15105,SMAD7_HUMAN,DNA-binding
Q9NW15,ANO10_HUMAN,
Q9NRA0,SPHK2_HUMAN,Kinase
Q49MI3,CERKL_HUMAN,Kinase
Q8TCT0,CERK1_HUMAN,Kinase
Q8NBP7,PCSK9_HUMAN,Proteinase
P35557,HXK4_HUMAN,Kinase
Q14554,PDIA5_HUMAN,Isomerase
Q9BS26,ERP44_HUMAN,Isomerase
Q9H3N1,TMX1_HUMAN,Isomerase
Q9H1E5,TMX4_HUMAN,Isomerase
Q96JJ7,TMX3_HUMAN,Isomerase
Q15084,PDIA6_HUMAN,Isomerase
Q8NBS9,TXND5_HUMAN,Isomerase
Q96RD6,PANX2_HUMAN,Structural
Q9NTJ5,SAC1_HUMAN,Phosphatase
Q9BT40,INP5K_HUMAN,Phosphatase
Q9NRR6,INP5E_HUMAN,Phosphatase
Q9NV88,INT9_HUMAN,
Q8TB40,ABHD4_HUMAN,Hydrolase
Q8WTS1,ABHD5_HUMAN,Hydrolase
P34913,HYES_HUMAN,Hydrolase
Q96I13,ABHD8_HUMAN,Hydrolase
Q9H6B9,EPHX3_HUMAN,Hydrolase
Q8IUS5,EPHX4_HUMAN,Hydrolase
Q9NP85,PODO_HUMAN,Structural
Q8TAV4,STML3_HUMAN,Structural
P27105,STOM_HUMAN,Structural
Q9UBI4,STML1_HUMAN,Structural
Q9UJZ1,STML2_HUMAN,Structural
P17813,EGLN_HUMAN,Receptor
Q9P2T1,GMPR2_HUMAN,Reductase
P36959,GMPR1_HUMAN,Reductase
O75807,PR15A_HUMAN,Phosphatase
Q9UBG3,CRNN_HUMAN,Structural
P26447,S10A4_HUMAN,Calcium-binding
P29034,S10A2_HUMAN,Calcium-binding
P33764,S10A3_HUMAN,Calcium-binding
P06703,S10A6_HUMAN,Calcium-binding
P33763,S10A5_HUMAN,Calcium-binding
P60903,S10AA_HUMAN,Calcium-binding
Q8WXG8,S100Z_HUMAN,Calcium-binding
P23297,S10A1_HUMAN,Calcium-binding
P04271,S100B_HUMAN,Calcium-binding
P06702,S10A9_HUMAN,Calcium-binding
P31949,S10AB_HUMAN,Calcium-binding
P29377,S100G_HUMAN,Calcium-binding
P80511,S10AC_HUMAN,Calcium-binding
P05109,S10A8_HUMAN,Calcium-binding
Q9HCY8,S10AE_HUMAN,Calcium-binding
Q96FQ6,S10AG_HUMAN,Calcium-binding
Q99584,S10AD_HUMAN,Calcium-binding
A6NMZ2,SNTAN_HUMAN,Calcium-binding
Q86SG5,S1A7A_HUMAN,Calcium-binding
P31151,S10A7_HUMAN,Calcium-binding
O94955,RHBT3_HUMAN,ATPase
Q7RTV2,GSTA5_HUMAN,Transferase
P09210,GSTA2_HUMAN,Transferase
P08263,GSTA1_HUMAN,Transferase
Q86SQ6,AGRA1_HUMAN,Adhesion GPCR
O00519,FAAH1_HUMAN,Hydrolase
Q9H0R6,GATA_HUMAN,Hydrolase
Q6GMR7,FAAH2_HUMAN,Hydrolase
Q9NTG7,SIR3_HUMAN,Deacetylase
Q8IXJ6,SIR2_HUMAN,Deacetylase
Q9Y6E7,SIR4_HUMAN,Deacetylase
Q9NXA8,SIR5_HUMAN,Deacetylase
Q9NRC8,SIR7_HUMAN,Deacetylase
Q8N6T7,SIR6_HUMAN,Deacetylase
Q96P56,CTSR2_HUMAN,Channel
Q86XQ3,CTSR3_HUMAN,Channel
Q7RTX7,CTSR4_HUMAN,Channel
A2CJ06,DYTN_HUMAN,Structural
P46937,YAP1_HUMAN,DNA-binding
Q9GZV5,WWTR1_HUMAN,DNA-binding
P04406,G3P_HUMAN,Dehydrogenase
O14556,G3PT_HUMAN,Dehydrogenase
P98170,XIAP_HUMAN,Ligase
O15151,MDM4_HUMAN,Ligase
Q00987,MDM2_HUMAN,Ligase
O00757,F16P2_HUMAN,Phosphatase
P09467,F16P1_HUMAN,Phosphatase
Q6NXP0,EFC12_HUMAN,Structural
P36969,GPX4_HUMAN,Peroxidase
Q8TED1,GPX8_HUMAN,Peroxidase
Q96SL4,GPX7_HUMAN,Peroxidase
P22352,GPX3_HUMAN,Peroxidase
P59796,GPX6_HUMAN,Peroxidase
P18283,GPX2_HUMAN,Peroxidase
P07203,GPX1_HUMAN,Peroxidase
Q96RQ9,OXLA_HUMAN,Oxidase
Q96CV9,OPTN_HUMAN,Structural
P17342,ANPRC_HUMAN,Receptor
P14222,PERF_HUMAN,Channel
O00767,SCD_HUMAN,Desaturase
Q86SK9,SCD5_HUMAN,Desaturase
Q6ZN17,LN28B_HUMAN,
Q9H9Z2,LN28A_HUMAN,
P16989,YBOX3_HUMAN,
Q9Y2T7,YBOX2_HUMAN,
P67809,YBOX1_HUMAN,
Q96RD7,PANX1_HUMAN,Structural
Q96QZ0,PANX3_HUMAN,Structural
Q6P1A2,MBOA5_HUMAN,Acyltransferase
Q9H237,PORCN_HUMAN,Acyltransferase
Q96N66,MBOA7_HUMAN,Acyltransferase
Q96T53,MBOA4_HUMAN,Acyltransferase
O00401,WASL_HUMAN,Actin-binding
P42768,WASP_HUMAN,Actin-binding
Q9GZP0,PDGFD_HUMAN,Growth Factor
Q9NRA1,PDGFC_HUMAN,Growth Factor
Q6ZN18,AEBP2_HUMAN,DNA-binding
Q9NZK5,ADA2_HUMAN,Hydrolase
Q6XQN6,PNCB_HUMAN,Transferase
P01019,ANGT_HUMAN,Growth Factor
P06127,CD5_HUMAN,
P11831,SRF_HUMAN,DNA-binding
O43602,DCX_HUMAN,Structural
Q8N6T3,ARFG1_HUMAN,GTPase Activator
O95081,AGFG2_HUMAN,GTPase Activator
Q9BQG2,NUD12_HUMAN,Hydrolase
P25963,IKBA_HUMAN,Hydrolase
Q15653,IKBB_HUMAN,Hydrolase
O15229,KMO_HUMAN,Oxygenase
Q9Y2Z9,COQ6_HUMAN,Oxygenase
O75907,DGAT1_HUMAN,Acyltransferase
P43490,NAMPT_HUMAN,Transferase
O95965,ITGBL_HUMAN,Cell-Cell Adhesion
Q15109,RAGE_HUMAN,Receptor
Q96ID5,IGS21_HUMAN,Cell-Cell Adhesion
O75900,MMP23_HUMAN,Proteinase
Q8NE86,MCU_HUMAN,Transporter
Q9NWR8,MCUB_HUMAN,Transporter
P22415,USF1_HUMAN,DNA-binding
Q15853,USF2_HUMAN,DNA-binding
Q96DB2,HDA11_HUMAN,Histone Deacetylase
Q9BY41,HDAC8_HUMAN,Histone Deacetylase
P22570,ADRO_HUMAN,Reductase
O14788,TNF11_HUMAN,Cytokine
P48023,TNFL6_HUMAN,Cytokine
O95150,TNF15_HUMAN,Cytokine
O43557,TNF14_HUMAN,Cytokine
Q06643,TNFC_HUMAN,Cytokine
P01374,TNFB_HUMAN,Cytokine
P01375,TNFA_HUMAN,Cytokine
P50591,TNF10_HUMAN,Cytokine
P29965,CD40L_HUMAN,Cytokine
P50336,PPOX_HUMAN,Oxidase
O43741,AAKB2_HUMAN,Kinase
Q9Y478,AAKB1_HUMAN,Kinase
Q9NWU1,OXSM_HUMAN,Synthase
Q9NYA1,SPHK1_HUMAN,Kinase
Q53H12,AGK_HUMAN,Kinase
Q8N7B9,EFCB3_HUMAN,Calcium-binding
P58658,EVA1C_HUMAN,Calcium-binding
Q07820,MCL1_HUMAN,
P10415,BCL2_HUMAN,
Q92843,B2CL2_HUMAN,
Q07817,B2CL1_HUMAN,
Q16611,BAK_HUMAN,
Q9UMX3,BOK_HUMAN,
Q16548,B2LA1_HUMAN,
Q07812,BAX_HUMAN,
Q5EBM0,CMPK2_HUMAN,Kinase
O95299,NDUAA_HUMAN,Kinase
O00142,KITM_HUMAN,Kinase
Q16854,DGUOK_HUMAN,Kinase
P27707,DCK_HUMAN,Kinase
Q6HA08,ASTL_HUMAN,Proteinase
P04637,P53_HUMAN,DNA-binding
Q401N2,ZACN_HUMAN,Channel
Q6NT16,S18B1_HUMAN,Transporter
O14874,BCKD_HUMAN,Kinase
P30519,HMOX2_HUMAN,Oxygenase
P09601,HMOX1_HUMAN,Oxygenase
Q9UJW3,DNM3L_HUMAN,DNA Methyltransferase
Q15546,PAQRB_HUMAN,Kinase
Q8IY49,PAQRA_HUMAN,Kinase
Q9Y691,KCMB2_HUMAN,Channel
Q16558,KCMB1_HUMAN,Channel
Q86W47,KCMB4_HUMAN,Channel
Q9NPA1,KCMB3_HUMAN,Channel
Q5VWZ2,LYPL1_HUMAN,Phospholipase
O75608,LYPA1_HUMAN,Phospholipase
O95372,LYPA2_HUMAN,Phospholipase
Q9Y6K9,NEMO_HUMAN,
P01584,IL1B_HUMAN,Cytokine
P18510,IL1RA_HUMAN,Cytokine
Q9UBH0,I36RA_HUMAN,Cytokine
Q8WWZ1,IL1FA_HUMAN,Cytokine
Q9NZH6,IL37_HUMAN,Cytokine
Q9NZH7,IL36B_HUMAN,Cytokine
Q9NZH8,IL36G_HUMAN,Cytokine
Q9UHA7,IL36A_HUMAN,Cytokine
Q5T9C9,PI5L1_HUMAN,Kinase
Q9P0W0,IFNK_HUMAN,Cytokine
P01574,IFNB_HUMAN,Cytokine
Q86WN2,IFNE_HUMAN,Cytokine
Q5EB52,MEST_HUMAN,Hydrolase
Q96IU4,ABHEB_HUMAN,Hydrolase
Q9BUJ0,ABHEA_HUMAN,Hydrolase
Q9BV23,ABHD6_HUMAN,Hydrolase
Q8NFV4,ABHDB_HUMAN,Hydrolase
Q9H4I8,SEHL2_HUMAN,Hydrolase
Q86WA6,BPHL_HUMAN,Hydrolase
Q6DHV7,ADAL_HUMAN,Hydrolase
P00813,ADA_HUMAN,Hydrolase
Q96BI3,APH1A_HUMAN,Proteinase
Q8WW43,APH1B_HUMAN,Proteinase
O14717,TRDMT_HUMAN,Methyltransferase
Q9NR21,PAR11_HUMAN,Transferase
Q96IV6,FXDC2_HUMAN,Transferase
O75845,SC5D_HUMAN,Transferase
O95992,CH25H_HUMAN,Transferase
Q15800,MSMO1_HUMAN,Transferase
Q496M5,PLK5_HUMAN,Kinase
Q02127,PYRD_HUMAN,Dehydrogenase
A6NIH7,U119B_HUMAN,Structural
Q13432,U119A_HUMAN,Structural
Q02080,MEF2B_HUMAN,DNA-binding
P31025,LCN1_HUMAN,Receptor
Q9NPH6,OBP2B_HUMAN,Receptor
Q9NY56,OBP2A_HUMAN,Receptor
P55263,ADK_HUMAN,Kinase
Q9UBE0,SAE1_HUMAN,Ligase
Q9NRD0,FBX8_HUMAN,
P15559,NQO1_HUMAN,Dehydrogenase
P16083,NQO2_HUMAN,Dehydrogenase
P27544,CERS1_HUMAN,Synthase
P13598,ICAM2_HUMAN,Cell-Cell Adhesion
Q14773,ICAM4_HUMAN,Cell-Cell Adhesion
P40926,MDHM_HUMAN,Dehydrogenase
P0C025,NUD17_HUMAN,
Q6ZVK8,NUD18_HUMAN,
P50053,KHK_HUMAN,Kinase
Q9H477,RBSK_HUMAN,Kinase
Q96H79,ZCCHL_HUMAN,
Q96CA5,BIRC7_HUMAN,
P80188,NGAL_HUMAN,Isomerase
Q6JVE5,LCN12_HUMAN,Isomerase
Q6JVE6,LCN10_HUMAN,Isomerase
Q6ZST4,LCNL1_HUMAN,Isomerase
P41222,PTGDS_HUMAN,Isomerase
P62502,LCN6_HUMAN,Isomerase
Q6UWW0,LCN15_HUMAN,Isomerase
P49918,CDN1C_HUMAN,Kinase Inhibitor
Q3YBM2,T176B_HUMAN,Receptor
Q96HP8,T176A_HUMAN,Receptor
O60760,HPGDS_HUMAN,Transferase
Q5TZF3,ANR45_HUMAN,Ankyrin-containing Protein
Q96DN0,ERP27_HUMAN,Receptor
O94778,AQP8_HUMAN,Channel
Q13007,IL24_HUMAN,Cytokine
Q9UHD0,IL19_HUMAN,Cytokine
Q9NYY1,IL20_HUMAN,Cytokine
P01236,PRL_HUMAN,Cytokine
Q9BY08,EBPL_HUMAN,Cytokine
Q15125,EBP_HUMAN,Cytokine
Q6RSH7,VHLL_HUMAN,Ligase
P40337,VHL_HUMAN,Ligase
O14796,SH21B_HUMAN,Structural
O60880,SH21A_HUMAN,Structural
A8MTL9,HMSD_HUMAN,Protease Inhibitor
Q9UKK9,NUDT5_HUMAN,Phosphatase
O95848,NUD14_HUMAN,Phosphatase
P14174,MIF_HUMAN,Cytokine
A6NHG4,DDTL_HUMAN,Hydrolase
P30046,DOPD_HUMAN,Hydrolase
Q5VYY1,ANR22_HUMAN,Ankyrin-containing Protein
Q6JVE9,LCN8_HUMAN,Receptor
P09466,PAEP_HUMAN,Receptor
Q8WX39,LCN9_HUMAN,Receptor
A6NN92,CXE1_HUMAN,Channel
P46527,CDN1B_HUMAN,Kinase Inhibitor
P38936,CDN1A_HUMAN,Kinase Inhibitor
P23919,KTHY_HUMAN,Kinase
A8MZ26,EFCB9_HUMAN,Calcium-binding
P22301,IL10_HUMAN,Cytokine
Q9NPH9,IL26_HUMAN,Cytokine
P30536,TSPO_HUMAN,Transporter
Q5TGU0,TSPO2_HUMAN,Transporter
Q496H8,NRN1L_HUMAN,
Q9NPD7,NRN1_HUMAN,
P0DI83,NARR_HUMAN,GTPase
P58557,YBEY_HUMAN,Nuclease
Q13956,CNCG_HUMAN,Phosphodiesterase
P18545,CNRG_HUMAN,Phosphodiesterase
O15392,BIRC5_HUMAN,Structural
P36639,8ODP_HUMAN,Hydrolase
Q56P42,PYDC2_HUMAN,Receptor
Q8N2U0,TM256_HUMAN,Receptor
B1AH88,TSPOB_HUMAN,Receptor
P0C7T4,HMSDV_HUMAN,Receptor
Q9NZ42,PEN2_HUMAN,Receptor
O95800,GPR75_HUMAN,GPCR
Q13564,ULA1_HUMAN,Structural
Q2TAL5,SMTL2_HUMAN,Structural
Q8TBC4,UBA3_HUMAN,ATPase
O95396,MOCS3_HUMAN,Transferase
Q9GZZ9,UBA5_HUMAN,Transferase
Q9BRQ5,ORAI3_HUMAN,Channel
Q96D31,CRCM1_HUMAN,Channel
Q96SN7,ORAI2_HUMAN,Channel
Q13093,PAFA_HUMAN,Hydrolase
Q99487,PAFA2_HUMAN,Hydrolase
Q96T68,SETB2_HUMAN,Histone Methyltransferase
Q9H5I1,SUV92_HUMAN,Histone Methyltransferase
O43463,SUV91_HUMAN,Histone Methyltransferase
Q8NHY2,COP1_HUMAN,Ligase
Q99496,RING2_HUMAN,Ligase
Q06587,RING1_HUMAN,Ligase
P35226,BMI1_HUMAN,Ligase
P35227,PCGF2_HUMAN,Ligase
Q9BYE7,PCGF6_HUMAN,Ligase
Q9BSM1,PCGF1_HUMAN,Ligase
Q86SE9,PCGF5_HUMAN,Ligase
Q3KNV8,PCGF3_HUMAN,Ligase
A5PLK6,RGSL_HUMAN,Structural
Q9NY64,GTR8_HUMAN,Transporter
Q9UGQ3,GTR6_HUMAN,Transporter
Q96QE2,MYCT_HUMAN,Transporter
O95528,GTR10_HUMAN,Transporter
Q8TD20,GTR12_HUMAN,Transporter
Q8N4V2,SVOP_HUMAN,Transporter
Q8N434,SVOPL_HUMAN,Transporter
A1A5C7,S22AN_HUMAN,Transporter
Q8WUG5,S22AH_HUMAN,Transporter
A6NKX4,S22AV_HUMAN,Transporter
P23258,TBG1_HUMAN,Structural
Q9NRH3,TBG2_HUMAN,Structural
Q9UJT1,TBD_HUMAN,Structural
Q9H853,TBA4B_HUMAN,Structural
Q9UJT0,TBE_HUMAN,Structural
Q01201,RELB_HUMAN,DNA-binding
Q04206,TF65_HUMAN,DNA-binding
Q04864,REL_HUMAN,DNA-binding
Q00653,NFKB2_HUMAN,DNA-binding
P19838,NFKB1_HUMAN,DNA-binding
Q16877,F264_HUMAN,Phosphatase
P16118,F261_HUMAN,Phosphatase
O60825,F262_HUMAN,Phosphatase
Q16875,F263_HUMAN,Phosphatase
P15538,C11B1_HUMAN,Oxygenase
P19099,C11B2_HUMAN,Oxygenase
P05108,CP11A_HUMAN,Oxygenase
Q07973,CP24A_HUMAN,Oxygenase
Q02318,CP27A_HUMAN,Oxygenase
O15528,CP27B_HUMAN,Oxygenase
Q4G0S4,C27C1_HUMAN,Oxygenase
P11511,CP19A_HUMAN,Oxygenase
Q6ZWL3,CP4V2_HUMAN,Oxygenase
Q149M9,NWD1_HUMAN,Structural
P08603,CFAH_HUMAN,Complement
P05160,F13B_HUMAN,Complement
Q9BXR6,FHR5_HUMAN,Complement
Q92496,FHR4_HUMAN,Complement
Q02985,FHR3_HUMAN,Complement
Q03591,FHR1_HUMAN,Complement
P36980,FHR2_HUMAN,Complement
P20023,CR2_HUMAN,Complement
P06681,CO2_HUMAN,Complement
P00751,CFAB_HUMAN,Complement
P16109,LYAM3_HUMAN,Receptor
P14151,LYAM1_HUMAN,Receptor
P16581,LYAM2_HUMAN,Receptor
Q9Y6X0,SETBP_HUMAN,DNA-binding
O14654,IRS4_HUMAN,Growth Factor
Q9Y4H2,IRS2_HUMAN,Growth Factor
P35568,IRS1_HUMAN,Growth Factor
Q7Z443,PK1L3_HUMAN,Channel
Q9BYH1,SE6L1_HUMAN,Structural
Q6UXD5,SE6L2_HUMAN,Structural
Q53EL9,SEZ6_HUMAN,Structural
P48454,PP2BC_HUMAN,Phosphatase
P16298,PP2BB_HUMAN,Phosphatase
Q08209,PP2BA_HUMAN,Phosphatase
P62140,PP1B_HUMAN,Phosphatase
P62136,PP1A_HUMAN,Phosphatase
P36873,PP1G_HUMAN,Phosphatase
P53041,PPP5_HUMAN,Phosphatase
P67775,PP2AA_HUMAN,Phosphatase
P62714,PP2AB_HUMAN,Phosphatase
P60510,PP4C_HUMAN,Phosphatase
O00743,PPP6_HUMAN,Phosphatase
O14830,PPE2_HUMAN,Phosphatase
O14829,PPE1_HUMAN,Phosphatase
O75151,PHF2_HUMAN,Histone Demethylase
Q6ZMT4,KDM7A_HUMAN,Histone Demethylase
Q9UPP1,PHF8_HUMAN,Histone Demethylase
Q9Y2K7,KDM2A_HUMAN,Histone Demethylase
Q8NHM5,KDM2B_HUMAN,Histone Demethylase
O60673,REV3L_HUMAN,DNA Polymerase
Q9UPU5,UBP24_HUMAN,Hydrolase
P35125,UBP6_HUMAN,Hydrolase
Q8NFA0,UBP32_HUMAN,Hydrolase
O94966,UBP19_HUMAN,Hydrolase
P51784,UBP11_HUMAN,Hydrolase
Q9Y4E8,UBP15_HUMAN,Hydrolase
Q13107,UBP4_HUMAN,Hydrolase
Q9P275,UBP36_HUMAN,Hydrolase
Q9H9J4,UBP42_HUMAN,Hydrolase
Q96RU2,UBP28_HUMAN,Hydrolase
Q9UHP3,UBP25_HUMAN,Hydrolase
Q70CQ4,UBP31_HUMAN,Hydrolase
Q70EL4,UBP43_HUMAN,Hydrolase
Q9Y2K6,UBP20_HUMAN,Hydrolase
Q8TEY7,UBP33_HUMAN,Hydrolase
P45974,UBP5_HUMAN,Hydrolase
Q92995,UBP13_HUMAN,Hydrolase
Q96K76,UBP47_HUMAN,Hydrolase
Q9P2H5,UBP35_HUMAN,Hydrolase
Q8NB14,UBP38_HUMAN,Hydrolase
Q9HBJ7,UBP29_HUMAN,Hydrolase
Q86T82,UBP37_HUMAN,Hydrolase
Q9NVE5,UBP40_HUMAN,Hydrolase
Q93009,UBP7_HUMAN,Hydrolase
P40818,UBP8_HUMAN,Hydrolase
Q70EK9,UBP51_HUMAN,Hydrolase
Q9UPT9,UBP22_HUMAN,Hydrolase
A6NNY8,UBP27_HUMAN,Hydrolase
Q86UV5,UBP48_HUMAN,Hydrolase
Q9H0E7,UBP44_HUMAN,Hydrolase
Q70CQ1,UBP49_HUMAN,Hydrolase
Q9Y5T5,UBP16_HUMAN,Hydrolase
Q70EL2,UBP45_HUMAN,Hydrolase
O94782,UBP1_HUMAN,Hydrolase
Q14694,UBP10_HUMAN,Hydrolase
D6RBM5,U17LN_HUMAN,Hydrolase
Q70CQ3,UBP30_HUMAN,Hydrolase
P54578,UBP14_HUMAN,Hydrolase
Q70EL3,UBP50_HUMAN,Hydrolase
Q9UMW8,UBP18_HUMAN,Hydrolase
Q9Y6I4,UBP3_HUMAN,Hydrolase
Q9UK80,UBP21_HUMAN,Hydrolase
O75604,UBP2_HUMAN,Hydrolase
Q03164,KMT2A_HUMAN,Histone Methyltransferase
P41229,KDM5C_HUMAN,Histone Demethylase
Q9BY66,KDM5D_HUMAN,Histone Demethylase
Q9UGL1,KDM5B_HUMAN,Histone Demethylase
P29375,KDM5A_HUMAN,Histone Demethylase
Q9H1H9,KI13A_HUMAN,Kinesin
Q9NQT8,KI13B_HUMAN,Kinesin
O60333,KIF1B_HUMAN,Kinesin
O43896,KIF1C_HUMAN,Kinesin
Q12756,KIF1A_HUMAN,Kinesin
Q02224,CENPE_HUMAN,Kinesin
O75037,KI21B_HUMAN,Kinesin
Q7Z4S6,KI21A_HUMAN,Kinesin
Q2KJY2,KI26B_HUMAN,Kinesin
Q9ULI4,KI26A_HUMAN,Kinesin
Q2VIQ3,KIF4B_HUMAN,Kinesin
O95239,KIF4A_HUMAN,Kinesin
Q12840,KIF5A_HUMAN,Kinesin
P33176,KINH_HUMAN,Kinesin
O60282,KIF5C_HUMAN,Kinesin
Q15058,KIF14_HUMAN,Kinesin
Q5T7B8,KIF24_HUMAN,Kinesin
Q99661,KIF2C_HUMAN,Kinesin
Q8N4N8,KIF2B_HUMAN,Kinesin
O00139,KIF2A_HUMAN,Kinesin
Q02241,KIF23_HUMAN,Kinesin
O95235,KI20A_HUMAN,Kinesin
Q2TAC6,KIF19_HUMAN,Kinesin
Q8NI77,KI18A_HUMAN,Kinesin
Q86Y91,KI18B_HUMAN,Kinesin
P52732,KIF11_HUMAN,Kinesin
Q9HAQ2,KIF9_HUMAN,Kinesin
Q6ZMV9,KIF6_HUMAN,Kinesin
Q9BVG8,KIFC3_HUMAN,Kinesin
Q96AC6,KIFC2_HUMAN,Kinesin
Q14807,KIF22_HUMAN,Kinesin
Q9BW19,KIFC1_HUMAN,Kinesin
Q9UIL4,KIF25_HUMAN,Kinesin
Q96FN5,KIF12_HUMAN,Kinesin
Q2M1P5,KIF7_HUMAN,Kinesin
Q86VH2,KIF27_HUMAN,Kinesin
Q9NS87,KIF15_HUMAN,Kinesin
Q96L93,KI16B_HUMAN,Kinesin
Q9P2E2,KIF17_HUMAN,Kinesin
Q9Y496,KIF3A_HUMAN,Kinesin
O14782,KIF3C_HUMAN,Kinesin
O15066,KIF3B_HUMAN,Kinesin
O14686,KMT2D_HUMAN,Histone Methyltransferase
Q8NEZ4,KMT2C_HUMAN,Histone Methyltransferase
Q8NF91,SYNE1_HUMAN,Structural
Q03001,DYST_HUMAN,Structural
Q9UPN3,MACF1_HUMAN,Structural
